0,1,2,3,4,word,summary
28080.914038023693,-1.061103740845207,-0.012489733355733402,0.015266479055033897,-0.008827526369299322,summaryOfAllWords,24913.175407108978
-5.800632316453419,-0.7432523454735559,0.7234841314658069,-0.20006370133842707,0.01964017588280032,CDU-Politiker,3.2121889416492335
-3.8235325268993057,0.41801236058469504,-0.11370006261388894,-0.8912087129227734,-0.44334450927766866,offen,5.416581325613747
-6.212137987467118,-1.1157373813835771,0.44591573839106124,0.01269849546379002,0.13929437099923603,cdu-politiker offen,2.6813697684409483
-4.0161838004738515,0.8225154083722566,1.4048176101156347,-0.7343392882081694,-0.2719432229276433,Tempolimit,5.498735752433443
-5.6303577266133775,-0.586356436201957,0.8166235953349167,-0.27315291272690345,-0.021553049203475515,offen tempolimit,3.4332946245507827
-4.091016203760429,0.1573570776111245,0.603486218181145,0.10251750406998526,-0.6148463807591852,DER,5.112245607857463
-6.1790500702192865,-1.0867753511431486,0.47175330328719767,-0.006697872496390805,0.12845186231229222,tempolimit der,2.723579898673612
-3.995922498090865,0.21145466062393783,0.600891932527476,0.09892863630556174,-0.6364300368815982,SPIEGEL,5.219901460421835
-3.995922498090865,0.21145466062393783,0.600891932527476,0.09892863630556174,-0.6364300368815982,der spiegel,5.219901460421835
77.57845224466487,42.1478278601616,2.5593918852091906,3.6880820142651087,5.615165028254986,Die,97.22397097031025
-5.4926822907211905,-0.45996756427333724,0.8851957375490622,-0.3272829143983076,-0.051968324178327904,spiegel die,3.6119456642269174
4.653315380597208,5.271601373588066,0.0843279178008114,-1.0359794967758498,-1.1520611308885504,Energiekrise,15.113286408802393
-5.018169832986468,-0.3675863477090833,-0.21016454774653573,-0.5257316811401932,-0.23538370715015797,die energiekrise,4.019274114646192
-3.1259233794748176,1.0001863479259399,0.79721559495435,-1.0380083219855059,-0.4681581446886533,führt,6.326680443671417
-6.125790579766114,-1.039594557501112,0.5118421283161207,-0.0369782111743627,0.1114870128668224,energiekrise führ,2.791785140971297
-5.5359811941398975,-0.4996403662109347,0.8642122858536664,-0.31069739820853276,-0.042661185350738214,Umdenken,3.5557862537863176
-6.103207633093799,-1.0194105080465838,0.5283111471901724,-0.049480740168744604,0.10447034139176949,führ umdenken,2.820789255186969
-6.077682505639328,-0.9964873201925419,0.5465647827528806,-0.06337934391265476,0.09666292490493426,Verschiedene,2.8536240040311576
-6.077682505639328,-0.9964873201925419,0.5465647827528806,-0.06337934391265476,0.09666292490493426,umdenken verschieden,2.8536240040311576
-6.229448905752263,-1.1307664727610813,0.4320983922028487,0.02303148281791879,0.14506179674152958,verschieden cdu-politiker,2.659343427010551
-5.987449128498465,-0.9147056903087929,0.6082192231151197,-0.11062798653863172,0.07007474832185903,signalisieren,2.9700560280953927
-5.987449128498465,-0.9147056903087929,0.6082192231151197,-0.11062798653863172,0.07007474832185903,cdu-politiker signalisier,2.9700560280953927
-4.048806804880258,0.2826368734196705,-0.18757240949748882,-0.8268957181040308,-0.41201672335689205,zumindest,5.156347181645756
-5.823189521399422,-0.7640322087493038,0.7103542571062856,-0.18981274197278644,0.025422809132011188,signalisier zumindest,3.182909443221873
-5.731088522669373,-0.6791520283534647,0.7627489494187547,-0.23080181566740393,0.0023054182628296175,befristet,3.3024876620782777
-5.731088522669373,-0.6791520283534647,0.7627489494187547,-0.23080181566740393,0.0023054182628296175,zumindest befristet,3.3024876620782777
-6.198543353985328,-1.1038737787290984,0.45662107932650514,0.004673590099281906,0.13481097407386045,befristet tempolimit,2.6986957422749116
-5.004922861045718,-0.020313744276298454,1.092016304206862,-0.491036560657133,-0.14290580028516658,130,4.241774863116201
-5.004922861045718,-0.020313744276298454,1.092016304206862,-0.491036560657133,-0.14290580028516658,tempolimit 130,4.241774863116201
-1.3600709548933538,2.8450604199932763,1.9484199752872595,-1.1144057681562014,-0.4394219753864441,Autobahnen,8.773909762174235
-3.8972262351468347,0.9197977473222071,1.4362831081825445,-0.7581485704862957,-0.28395477857599577,130 autobahn,5.648246180613148
-5.168623022770139,-0.1661995251101174,1.0279149269973769,-0.44031611425472117,-0.11497021401525905,vorstellen,4.031056128309524
-5.168623022770139,-0.1661995251101174,1.0279149269973769,-0.44031611425472117,-0.11497021401525905,autobahn vorstell,4.031056128309524
-4.108604851525153,0.02807723580828234,0.43238339852171,0.2369916305216249,-0.45549307116258614,könnten,5.042267809461154
-5.507541133587678,-0.47357298265464826,0.87805227014395,-0.3216348568999803,-0.04880023055686628,vorstell könn,3.5926767482413746
4.191682395860682,4.992294214165139,0.5006408225115186,0.7273326026964905,-1.5444360492290916,nan,14.633197087019935
0.4656229623963929,2.851190426833436,0.49176390617062987,-1.0406810932085024,-0.7507560201729998,Wie,10.328261703632089
-6.136151301700102,-1.048821396230815,0.5041831296762512,-0.031176146357156993,0.11474098857592335,energiekrise wie,2.7784941855762275
-6.119289937704251,-1.0337943921432,0.516614203601341,-0.04059726168501282,0.10945659833304028,Aluminiumproduzent,2.8001294632651668
-6.119289937704251,-1.0337943921432,0.516614203601341,-0.04059726168501282,0.10945659833304028,wie aluminiumproduzent,2.8001294632651668
-5.272495406293285,-0.25968499338770656,0.9846688060667655,-0.40605333865432364,-0.09596726061669063,Gas,3.8969812342345156
-6.072165236388562,-0.9915184453781488,0.5504612632825686,-0.0663516906840521,0.0949923174503449,aluminiumproduzent gas,2.860727926857252
7.446294728591893,6.897286040032215,-0.06322153601965375,-1.9515600426827484,0.49856105695908304,sparen,18.3909319881403
