,summary,Weinlese,Wohnen,Auto,Hochwasser,Ski,word
+7038,2.598585577521513,0.02567180432899167,0.10115275097505533,0.32837012260778065,-0.11330018274103464,-0.37708188249435803,+7038
raufen.e… +7038,2.598585577521513,0.02567180432899167,0.10115275097505533,0.32837012260778065,-0.11330018274103464,-0.37708188249435803,raufen.e… +7038
+7038 chars,2.5922263042664295,0.028122009260859185,0.10360295590692295,0.32520356287881713,-0.11084997780916708,-0.37463167756249033,+7038 chars
Markus,5.05435064424642,-0.6396102934250298,-0.5641293467789661,0.814593135702337,-0.7785822804950563,-1.0423639802483795,Markus
Duesmann,5.304550549775443,-0.6879259537896256,-0.6124450071435616,0.8336289641018427,-0.8268979408596517,-1.090679640612975,Duesmann
markus duesmann,5.304550549775443,-0.6879259537896256,-0.6124450071435616,0.8336289641018427,-0.8268979408596517,-1.090679640612975,markus duesmann
Audi-Chef,3.7383025996538666,-0.3379925653607997,-0.26251161871473605,0.6597620773312958,-0.47696455243082614,-0.7407462521841496,Audi-Chef
duesmann audi-chef,3.0776883419012178,-0.14353968416234703,-0.06805873751628347,0.5112064787978735,-0.28251167123237336,-0.5462933709856969,duesmann audi-chef
empfiehlt,3.1630163270938785,-0.1708870135270448,-0.0954060668809812,0.5353615069285032,-0.3098590005970712,-0.5736407003503945,empfiehlt
audi-chef empfehl,3.1630163270938785,-0.1708870135270448,-0.0954060668809812,0.5353615069285032,-0.3098590005970712,-0.5736407003503945,audi-chef empfehl
empfehl tempolimit,3.275400895547444,-0.20580117976533394,-0.1303202331192702,0.5644694973709184,-0.3447731668353603,-0.6085548665886836,empfehl tempolimit
autofreie,3.541383712732537,-0.2838784373907808,-0.20839749074471703,0.6233450235572693,-0.42285042446080706,-0.6866321242141304,autofreie
tempolimit autofrei,3.541383712732537,-0.2838784373907808,-0.20839749074471703,0.6233450235572693,-0.42285042446080706,-0.6866321242141304,tempolimit autofrei
Tage,4.42703389099082,-0.5070907165570889,-0.43160976991102523,0.7551232460767,-0.6460627036271153,-0.9098444033804385,Tage
autofrei tag,3.873745516849557,-0.3735827801193084,-0.2981018334732448,0.681999984844954,-0.5125547671893348,-0.7763364669426581,autofrei tag
Wenn,17.685448503092843,-1.1099393841513407,-1.8166221436552028,0.16755870641976012,-1.255766230422876,0.3897187679663123,Wenn
tag wenn,4.163780307069736,-0.4457842966066876,-0.370303349960624,0.723412421135641,-0.584756283676714,-0.8485379834300374,tag wenn
Automanager,8.773917212662084,-1.1911442744853045,-1.1156633278392407,0.973928991164183,-1.3301162615553308,-1.5938979613086541,Automanager
wenn automanager,5.648253161696712,-0.7507072297485289,-0.6752262831024652,0.8565432532718503,-0.8896792168185552,-1.1534609165718785,wenn automanager
Motorsport-Fan,3.7884748934183006,-0.3513244426321342,-0.27584349598607066,0.6682433905788623,-0.4902964297021607,-0.7540781294554838,Motorsport-Fan
automanager motorsport-fa,3.7884748934183006,-0.3513244426321342,-0.27584349598607066,0.6682433905788623,-0.4902964297021607,-0.7540781294554838,automanager motorsport-fa
motorsport-fa markus,2.9700616608150523,-0.10794362113182117,-0.03246267448575727,0.47781321993695475,-0.24691560820184738,-0.5106973079551708,motorsport-fa markus
Fahrverbote,3.070235160871127,-0.14111506561332735,-0.06563411896726352,0.5090039506861942,-0.28008705268335365,-0.5438687524366769,Fahrverbote
duesmann fahrverbot,3.070235160871127,-0.14111506561332735,-0.06563411896726352,0.5090039506861942,-0.28008705268335365,-0.5438687524366769,duesmann fahrverbot
Tempolimt,2.9700616608150523,-0.10794362113182117,-0.03246267448575727,0.47781321993695475,-0.24691560820184738,-0.5106973079551708,Tempolimt
fahrverbot tempolimt,2.9700616608150523,-0.10794362113182117,-0.03246267448575727,0.47781321993695475,-0.24691560820184738,-0.5106973079551708,fahrverbot tempolimt
ausspricht,2.9210730733163826,-0.09131194694927157,-0.015831000303208054,0.4613941748244013,-0.23028393401929798,-0.4940656337726213,ausspricht
tempolimt aussprech,2.9210730733163826,-0.09131194694927157,-0.015831000303208054,0.4613941748244013,-0.23028393401929798,-0.4940656337726213,tempolimt aussprech
aussprech lass,2.8717647382593183,-0.07428763949837283,0.0011933071476908903,0.44401098807825046,-0.21325962656839914,-0.47704132632172236,aussprech lass
aufhorchen,2.836681323036739,-0.0619957279773174,0.013485218668746439,0.4310801149759452,-0.20096771504734387,-0.46474941480066717,aufhorchen
lass aufhorch,2.836681323036739,-0.0619957279773174,0.013485218668746439,0.4310801149759452,-0.20096771504734387,-0.46474941480066717,lass aufhorch
Angesichts,3.3102125635916155,-0.21637331325031853,-0.1408923666042547,0.5729248783689271,-0.3553453003203448,-0.619127000073668,Angesichts
Ukrainekrieg,2.770870007629575,-0.038522260378042086,0.036958686268021665,0.40545159836680994,-0.17749424744806847,-0.44127594720139174,Ukrainekrieg
angesichts ukrainekrieg,2.770870007629575,-0.038522260378042086,0.036958686268021665,0.40545159836680994,-0.17749424744806847,-0.44127594720139174,angesichts ukrainekrieg
ukrainekrieg energiekrise,2.742648002170278,-0.028284785178085716,0.04719616146797799,0.39387074354583157,-0.16725677224811195,-0.43103847200143547,ukrainekrieg energiekrise
fordert,4.6304963132402,-0.5520249647529712,-0.4765440181069075,-0.10612916390238737,-0.6909969518229976,0.3926329823371261,fordert
energiekrise forder,2.7733856752133907,-0.03942974657650331,0.03605120006956042,0.4064660542740806,-0.17840173364652964,-0.442183433399853,energiekrise forder
forder audi-chef,2.805862063716183,-0.051071730166781015,0.02440921647928273,0.4193096104308416,-0.19004371723680719,-0.4538254169901306,forder audi-chef
audi-chef umdenken,2.8680360007952896,-0.07298838255267845,0.002492564093385325,0.442659530873816,-0.21196036962270476,-0.47574206937602803,audi-chef umdenken
Krise,3.3497963539168323,-0.22826046142915773,-0.1527795147830942,0.5822426511302974,-0.3672324484991842,-0.6310141482525075,Krise
die krise,2.925610444457997,-0.09286406518475487,-0.01738311853869117,0.4629495626230671,-0.23183605225478118,-0.4956177520081046,die krise
schnell,3.0420265787174015,-0.13188483836541987,-0.05640389171935625,0.5005250232464086,-0.27085682543544626,-0.5346385251887696,schnell
krise schnell,3.0420265787174015,-0.13188483836541987,-0.05640389171935625,0.5005250232464086,-0.27085682543544626,-0.5346385251887696,krise schnell
verschwinden,3.1011136921244997,-0.1511222098138532,-0.0756412631677894,0.5180292257983797,-0.2900941968838795,-0.5538758966372026,verschwinden
schnell verschwind,3.1011136921244997,-0.1511222098138532,-0.0756412631677894,0.5180292257983797,-0.2900941968838795,-0.5538758966372026,schnell verschwind
Zweifelsohne,3.275400895547444,-0.20580117976533394,-0.1303202331192702,0.5644694973709184,-0.3447731668353603,-0.6085548665886836,Zweifelsohne
verschwind zweifelsohn,3.275400895547444,-0.20580117976533394,-0.1303202331192702,0.5644694973709184,-0.3447731668353603,-0.6085548665886836,verschwind zweifelsohn
zweifelsohn markus,3.5176749241118572,-0.2771611457547895,-0.20168019910872592,0.6185882780649096,-0.4161331328248158,-0.6799148325781391,zweifelsohn markus
duesmann automanager,5.648253161696712,-0.7507072297485289,-0.6752262831024652,0.8565432532718503,-0.8896792168185552,-1.1534609165718785,duesmann automanager
Einst,3.433489729026577,-0.2529380649892109,-0.17745711834314712,0.6009714932268562,-0.39191005205923707,-0.6556917518125605,Einst
BMW,9.423723721264173,-1.2625912172908023,-1.1871102706447385,0.9876355454750132,-1.4015632043608286,-1.665344904114152,BMW
einst bmw,3.275400895547444,-0.20580117976533394,-0.1303202331192702,0.5644694973709184,-0.3447731668353603,-0.6085548665886836,einst bmw
Vorstandsrang,3.1932928441330577,-0.180413531259537,-0.10493258461347328,0.5434899423356545,-0.3193855183295633,-0.5831672180828866,Vorstandsrang
bmw vorstandsrang,3.1932928441330577,-0.180413531259537,-0.10493258461347328,0.5434899423356545,-0.3193855183295633,-0.5831672180828866,bmw vorstandsrang
verantwortlich,3.070235160871127,-0.14111506561332735,-0.06563411896726352,0.5090039506861942,-0.28008705268335365,-0.5438687524366769,verantwortlich
vorstandsrang verantwortlich,3.070235160871127,-0.14111506561332735,-0.06563411896726352,0.5090039506861942,-0.28008705268335365,-0.5438687524366769,vorstandsrang verantwortlich
Einkauf,2.9349103660341527,-0.09603782044752915,-0.020556873801465318,0.46611501652581344,-0.23500980751755546,-0.4987915072708787,Einkauf
verantwortlich einkauf,2.9349103660341527,-0.09603782044752915,-0.020556873801465318,0.46611501652581344,-0.23500980751755546,-0.4987915072708787,verantwortlich einkauf
zuvor,3.7083456949799527,-0.3299467801719128,-0.2544658335258492,0.6545530827127181,-0.4689187672419393,-0.7327004669952625,zuvor
einkauf zuvor,2.883275961286979,-0.07828804157370385,-0.0028070949276400472,0.4481497256502412,-0.21726002864373012,-0.4810417283970535,einkauf zuvor
Formel-1-Motoren,2.8177350262986454,-0.05529428737834647,0.020186659267717313,0.42389108821103155,-0.19426627444837274,-0.458047974201696,Formel-1-Motoren
zuvor formel-1-motor,2.8177350262986454,-0.05529428737834647,0.020186659267717313,0.42389108821103155,-0.19426627444837274,-0.458047974201696,zuvor formel-1-motor
wechselte,2.7683812023705263,-0.03762365320816672,0.03785729343789688,0.40444514409073573,-0.176595640278193,-0.4403773400315164,wechselte
formel-1-motor wechsel,2.7683812023705263,-0.03762365320816672,0.03785729343789688,0.40444514409073573,-0.176595640278193,-0.4403773400315164,formel-1-motor wechsel
April,2.729758465346299,-0.02357403836620235,0.05190690827986138,0.3884560432682557,-0.16254602543622873,-0.42632772518955203,April
wechsel april,2.729758465346299,-0.02357403836620235,0.05190690827986138,0.3884560432682557,-0.16254602543622873,-0.42632772518955203,wechsel april
april 2020,2.7175817768530295,-0.019103339554194187,0.05637760709186946,0.38326617237728683,-0.15807532662422052,-0.42185702637754385,april 2020
+2599,2.702345518379829,-0.01348101372627387,0.06199993291978974,0.3766676216882022,-0.15245300079630036,-0.41623470054962347,+2599
2020 +2599,2.702345518379829,-0.01348101372627387,0.06199993291978974,0.3766676216882022,-0.15245300079630036,-0.41623470054962347,2020 +2599
+2599 chars,2.691596404734696,-0.009495383911305168,0.06598556273475877,0.371940734545028,-0.1484673709813313,-0.41224907073465483,+2599 chars
Mercedes,5.302628403475027,-0.6875635301273253,-0.6120825834812614,0.8334908785570099,-0.8265355171973516,-1.0903172169506747,Mercedes
autoindustrie mercedes,3.829489673040731,-0.36209245699334913,-0.2866115103472855,0.6749603588985735,-0.5010644440633755,-0.7648461438166987,autoindustrie mercedes
verdoppelt,3.541383712732537,-0.2838784373907808,-0.20839749074471703,0.6233450235572693,-0.42285042446080706,-0.6866321242141304,verdoppelt
mercedes verdoppel,3.541383712732537,-0.2838784373907808,-0.20839749074471703,0.6233450235572693,-0.42285042446080706,-0.6866321242141304,mercedes verdoppel
verdoppel gewinn,3.3315650682863676,-0.22280309137334314,-0.14732214472727945,0.577989399154769,-0.36177507844336954,-0.6255567781966928,verdoppel gewinn
erhöht,3.362872765888818,-0.2321565058428912,-0.1566755591968275,0.5852539437716863,-0.3711284929129175,-0.6349101926662408,erhöht
gewinn erhöh,3.362872765888818,-0.2321565058428912,-0.1566755591968275,0.5852539437716863,-0.3711284929129175,-0.6349101926662408,gewinn erhöh
Prognose,4.223713064577855,-0.46007552162472287,-0.38459457497865907,0.7310711365426721,-0.5990475086947491,-0.8628292084480725,Prognose
erhöh prognose,3.6500182614191146,-0.3140930780259436,-0.23861213137987997,0.6440839131904914,-0.45306506509596994,-0.7168467648492933,erhöh prognose
erneut,9.6010134727079,0.19808781810978582,-1.205748623644873,-0.16242581982901105,0.798305658557704,-0.4000590862563652,erneut
prognose erneut,4.031062555195661,-0.4133909098604577,-0.337909963214394,0.7054128406014679,-0.552362896930484,-0.8161445966838072,prognose erneut
erneut der,4.6825755175086785,-0.5632091901262224,-0.4877282434801587,0.781708722345109,-0.7021811771962488,-0.9659628769495721,erneut der
Autobauer,11.763096741126333,-1.484328143448266,-1.4088471968022023,1.0235379228035069,-1.6233001305182924,-1.8870818302716157,Autobauer
der autobauer,5.648253161696712,-0.7507072297485289,-0.6752262831024652,0.8565432532718503,-0.8896792168185552,-1.1534609165718785,der autobauer
verdient,6.976778021807622,-0.9619481160588389,-0.8864671694127751,0.6069534425737009,-1.1009201031288651,-0.17734393080842356,verdient
autobauer verdien,4.093996147864842,-0.42888245363207006,-0.35340150698600636,0.7141340263021756,-0.5678544407020962,-0.8316361404554197,autobauer verdien
verdien trotz,3.681343498733439,-0.32263867404802143,-0.2471577274019578,0.6497613135903791,-0.46161066111804766,-0.7253923608713713,verdien trotz
trotz vieler,5.018659349483719,-0.6325237434959716,-0.557042796849908,0.8116912658378412,-0.771495730565998,-1.0352774303193213,trotz vieler
Krisen,3.379458992632029,-0.23707654264780625,-0.1615955960017425,0.5890271441000555,-0.3760485297178324,-0.6398302294711556,Krisen
vieler krise,3.379458992632029,-0.23707654264780625,-0.1615955960017425,0.5890271441000555,-0.3760485297178324,-0.6398302294711556,vieler krise
prächtig,4.90913544465058,-0.610458753098739,-0.5349778064526755,0.11344472049645232,-0.7494307401687654,0.27625484116494076,prächtig
krise prächtig,3.1932928441330577,-0.180413531259537,-0.10493258461347328,0.5434899423356545,-0.3193855183295633,-0.5831672180828866,krise prächtig
Kerngeschäft,3.0776883419012178,-0.14353968416234703,-0.06805873751628347,0.5112064787978735,-0.28251167123237336,-0.5462933709856969,Kerngeschäft
rechnet,2.992214071379664,-0.11537451278934574,-0.039893566143282044,0.48497641639024897,-0.254346499859372,-0.5181281996126953,rechnet
kerngeschäft rechn,2.992214071379664,-0.11537451278934574,-0.039893566143282044,0.48497641639024897,-0.254346499859372,-0.5181281996126953,kerngeschäft rechn
rechn mercedes,2.9494556962254457,-0.1009815508891581,-0.025500604243094437,0.47100610147411964,-0.23995353795918445,-0.5037352377125076,rechn mercedes
mercedes sogar,2.8912345147956664,-0.08104448597907167,-0.00556353933300799,0.4509819818324523,-0.220016473049098,-0.4837981728024214,mercedes sogar
sogar bislang,2.8334227535947103,-0.06084634173793711,0.014634604908126743,0.4298541796528477,-0.19981832880796357,-0.46360002856128685,sogar bislang
unerreichten,2.80877692132814,-0.0521100365945289,0.02337091005153475,0.4204399176506017,-0.19108202366455523,-0.4548637234178786,unerreichten
bislang unerreicht,2.80877692132814,-0.0521100365945289,0.02337091005153475,0.4204399176506017,-0.19108202366455523,-0.4548637234178786,bislang unerreicht
Marge,2.7733856752133907,-0.03942974657650331,0.03605120006956042,0.4064660542740806,-0.17840173364652964,-0.442183433399853,Marge
unerreicht marge,2.7733856752133907,-0.03942974657650331,0.03605120006956042,0.4064660542740806,-0.17840173364652964,-0.442183433399853,unerreicht marge
Wien,2.756323712112537,-0.03325871079454563,0.042222235851518096,0.3995289201427382,-0.17223069786457182,-0.4360123976178952,Wien
Krieg,2.7448705602419077,-0.02909482642637742,0.04638612021968627,0.39479632857024244,-0.16806681349640384,-0.43184851324972706,Krieg
wien krieg,2.7448705602419077,-0.02909482642637742,0.04638612021968627,0.39479632857024244,-0.16806681349640384,-0.43184851324972706,wien krieg
krieg inflation,2.729758465346299,-0.02357403836620235,0.05190690827986138,0.3884560432682557,-0.16254602543622873,-0.42632772518955203,krieg inflation
Zinswende,2.7079326225354405,-0.01554638116069636,0.05993456548536714,0.3791009846895922,-0.15451836823072274,-0.418300067984046,Zinswende
inflation zinswende,2.7079326225354405,-0.01554638116069636,0.05993456548536714,0.3791009846895922,-0.15451836823072274,-0.418300067984046,inflation zinswende
zinswende über,2.6881328298622273,-0.008207744626878071,0.06727320201918544,0.3704047825911955,-0.14717973169690446,-0.41096143145022773,zinswende über
gesamten,6.471187133680986,-0.8867204817920228,-0.8112395351459591,0.9000449690861224,-1.0256924688620492,-1.2894741686153723,gesamten
über gesamt,2.6732297101760363,-0.0026482779950532383,0.07283266865101051,0.3637230732852992,-0.1416202650650796,-0.4054019648184029,über gesamt
europäischen,2.659348648410635,0.002557868894729083,0.0780388155407928,0.3573911670605947,-0.13641411817529728,-0.4001958179286206,europäischen
gesamt europäisch,2.659348648410635,0.002557868894729083,0.0780388155407928,0.3573911670605947,-0.13641411817529728,-0.4001958179286206,gesamt europäisch
Industrie,4.509245255296341,-0.5254906976674496,-0.45000975102138596,0.7640837848221503,-0.6644626847374759,-0.9282443844907993,Industrie
europäisch industrie,2.640877759236128,0.00952774622784385,0.0850086928739075,0.3487985038713634,-0.12944424084218262,-0.393225940595506,europäisch industrie
perfekter,2.6120222606838372,0.020514358839583934,0.09599530548564777,0.33497774578701855,-0.11845762823044219,-0.3822393279837656,perfekter
industrie perfekt,2.6120222606838372,0.020514358839583934,0.09599530548564777,0.33497774578701855,-0.11845762823044219,-0.3822393279837656,industrie perfekt
Sturm,2.6007567143351924,0.024836646027036707,0.10031759267310049,0.3294453978126872,-0.11413534104298943,-0.37791704079631283,Sturm
perfekt sturm,2.6007567143351924,0.024836646027036707,0.10031759267310049,0.3294453978126872,-0.11413534104298943,-0.37791704079631283,perfekt sturm
zusammengebraut,2.594320886627879,0.027314311037656715,0.10279525768372058,0.32624937012892496,-0.1116576760323696,-0.3754393757856929,zusammengebraut
sturm zusammenbrau,2.594320886627879,0.027314311037656715,0.10279525768372058,0.32624937012892496,-0.1116576760323696,-0.3754393757856929,sturm zusammenbrau
bekundete,2.5772664158893104,0.03390978417336389,0.10939073081942746,0.31765241928335153,-0.10506220289666249,-0.36884390264998584,bekundete
zusammenbrau bekund,2.5772664158893104,0.03390978417336389,0.10939073081942746,0.31765241928335153,-0.10506220289666249,-0.36884390264998584,zusammenbrau bekund
Mercedes-Chef,2.567967771942566,0.037524256802102814,0.11300520344816656,0.3128852249917052,-0.1014477302679235,-0.3652294300212469,Mercedes-Chef
bekund mercedes-chef,2.567967771942566,0.037524256802102814,0.11300520344816656,0.3128852249917052,-0.1014477302679235,-0.3652294300212469,bekund mercedes-chef
Ola,2.5557541412035105,0.04229174968314017,0.11777269632920387,0.3065356901651666,-0.09668023738688604,-0.3604619371402094,Ola
mercedes-chef ola,2.5557541412035105,0.04229174968314017,0.11777269632920387,0.3065356901651666,-0.09668023738688604,-0.3604619371402094,mercedes-chef ola
Källenius,2.552423221367626,0.04359590185780696,0.11907684850387064,0.30478641756096897,-0.09537608521221944,-0.3591577849655427,Källenius
ola källeniu,2.552423221367626,0.04359590185780696,0.11907684850387064,0.30478641756096897,-0.09537608521221944,-0.3591577849655427,ola källeniu
erst,2.5443807807180407,0.04675178045201244,0.1222327270980763,0.3005312003754108,-0.09222020661801392,-0.3560019063713372,erst
källeniu erst,2.5443807807180407,0.04675178045201244,0.1222327270980763,0.3005312003754108,-0.09222020661801392,-0.3560019063713372,källeniu erst
wenigen,3.5611535182715373,-0.2894454216820736,-0.21396447503601,0.627246132330676,-0.42841740875210005,-0.6921991085054232,wenigen
erst wenigen,2.537469210782268,0.049471882072038266,0.12495282871810198,0.29683812211802696,-0.08950010499798808,-0.3532818047513113,erst wenigen
wenigen tag,2.5315671608417816,0.05180055055057228,0.127281497196636,0.29365758853005736,-0.08717143651945393,-0.3509531362727773,wenigen tag
Manager,2.523796981712469,0.054874586378268364,0.13035553302433217,0.2894320450875026,-0.08409740069175789,-0.3478791004450812,Manager
der manager,2.523796981712469,0.054874586378268364,0.13035553302433217,0.2894320450875026,-0.08409740069175789,-0.3478791004450812,der manager
beob…,2.518380356042012,0.057023113647854964,0.13250406029391867,0.28646030016960783,-0.08194887342217134,-0.3457305731754945,beob…
manager beob…,2.518380356042012,0.057023113647854964,0.13250406029391867,0.28646030016960783,-0.08194887342217134,-0.3457305731754945,manager beob…
+7213,2.5137926482331667,0.05884646474328675,0.1343274113893503,0.28392634451001,-0.08012552232673978,-0.34390722208006297,+7213
beob… +7213,2.5137926482331667,0.05884646474328675,0.1343274113893503,0.28392634451001,-0.08012552232673978,-0.34390722208006297,beob… +7213
+7213 chars,2.5099675491077305,0.06036926826668701,0.1358502149127506,0.2818015798488103,-0.07860271880333929,-0.34238441855666263,+7213 chars
Mit,6.970512065852631,-0.9610495965131535,-0.8855686498670898,0.8748897212630116,-0.5801322093788264,-1.3638032833365032,Mit
zürich mit,3.41471657773406,-0.24745540355126852,-0.17197445690520483,0.5968803160803741,-0.3864273906212948,-0.650209090374618,zürich mit
mit 100,3.5926829203080373,-0.2982601622646689,-0.22277921561860528,0.6333482828255717,-0.43723214933469545,-0.7010138490880187,mit 100
tiefste,4.241781389961313,-0.4643442274674835,-0.3888632808214199,0.733326399960083,-0.6033162145375099,-0.8670979142908332,tiefste
100 tief,4.241781389961313,-0.4643442274674835,-0.3888632808214199,0.733326399960083,-0.6033162145375099,-0.8670979142908332,100 tief
Autonummer,5.648253161696712,-0.7507072297485289,-0.6752262831024652,0.8565432532718503,-0.8896792168185552,-1.1534609165718785,Autonummer
tief autonummer,5.648253161696712,-0.7507072297485289,-0.6752262831024652,0.8565432532718503,-0.8896792168185552,-1.1534609165718785,tief autonummer
versteigert,5.1521967246682,-0.6587840795245,-0.5833031328784363,0.8223012737993421,-0.7977560665945262,-1.0615377663478496,versteigert
autonummer versteiger,4.031062555195661,-0.4133909098604577,-0.337909963214394,0.7054128406014679,-0.552362896930484,-0.8161445966838072,autonummer versteiger
versteiger nzz,3.5663474704017104,-0.2909028618305391,-0.21542191518447532,0.6282613650896817,-0.42987484890056554,-0.6936565486538887,versteiger nzz
historische,2.992214071379664,-0.11537451278934574,-0.039893566143282044,0.48497641639024897,-0.254346499859372,-0.5181281996126953,historische
100 historisch,2.992214071379664,-0.11537451278934574,-0.039893566143282044,0.48497641639024897,-0.254346499859372,-0.5181281996126953,100 historisch
Kontrollschilder-Auktion,2.930222181421069,-0.09443915730611607,-0.018958210660052474,0.4645230430887439,-0.23341114437614244,-0.49719284412946574,Kontrollschilder-Auktion
historisch kontrollschilder-auktion,2.930222181421069,-0.09443915730611607,-0.018958210660052474,0.4645230430887439,-0.23341114437614244,-0.49719284412946574,historisch kontrollschilder-auktion
steht,14.204997957324327,-1.2375510864629033,-1.5974738321758462,-0.8872219082454063,1.0532390353825198,0.04085024350334349,steht
kontrollschilder-auktion steh,2.8334227535947103,-0.06084634173793711,0.014634604908126743,0.4298541796528477,-0.19981832880796357,-0.46360002856128685,kontrollschilder-auktion steh
bai,3.519510563264577,-0.27768284273084515,-0.20220189608478137,0.6189596689579406,-0.4166548298008715,-0.6804365295541949,bai
steh bai,2.802981612518045,-0.050044619547324073,0.02543632709873953,0.4181890753895032,-0.18901660661735048,-0.45279830637067375,steh bai
Strassenverkehrsamt,2.7784995810838,-0.04127197028273035,0.0342089763633333,0.40851944802073237,-0.18024395735275686,-0.44402565710608005,Strassenverkehrsamt
das strassenverkehrsamt,2.7784995810838,-0.04127197028273035,0.0342089763633333,0.40851944802073237,-0.18024395735275686,-0.44402565710608005,das strassenverkehrsamt
Kantons,2.7235852168395,-0.021310014125855647,0.05417093252020789,0.3858340865460179,-0.16028200119588207,-0.4240637009492054,Kantons
strassenverkehrsamt kanton,2.7235852168395,-0.021310014125855647,0.05417093252020789,0.3858340865460179,-0.16028200119588207,-0.4240637009492054,strassenverkehrsamt kanton
kanton zürich,2.7079326225354405,-0.01554638116069636,0.05993456548536714,0.3791009846895922,-0.15451836823072274,-0.418300067984046,kanton zürich
zürich versteiger,2.6951185725634903,-0.010803107949272011,0.0646778386967917,0.37349621531807775,-0.14977509501929837,-0.4135567947726217,zürich versteiger
versteiger november,2.653477197526346,0.004768162792897976,0.0802491094389618,0.3546807117213605,-0.1342038242771284,-0.39798552403045173,versteiger november
november 2022,4.416108794217407,-0.5046198523585538,-0.42913890571249014,0.5217334607738179,-0.6435918394285802,-0.2456867852761482,november 2022
Kontrollschild,2.6290533663467017,0.014015248037875907,0.08949619468393955,0.3431947610865615,-0.12495673903215049,-0.3887384387854738,Kontrollschild
2022 kontrollschild,2.6290533663467017,0.014015248037875907,0.08949619468393955,0.3431947610865615,-0.12495673903215049,-0.3887384387854738,2022 kontrollschild
kontrollschild 100,2.6063020181833267,0.022706727303484074,0.0981876739495477,0.3321784189842329,-0.11626525976654224,-0.3800469595198655,kontrollschild 100
handle,2.596440475429122,0.026497633571208927,0.1019785802172724,0.327304835719043,-0.1124743534988176,-0.3762560532521409,handle
handel die…,2.5811317347800697,0.03241113304124741,0.10789207968731125,0.3196173463790761,-0.10656085402877875,-0.3703425537821022,handel die…
+147690,2.5753657855119543,0.0346475160312832,0.11012846267734677,0.3166826524189667,-0.10432447103874323,-0.36810617079206653,+147690
die… +147690,2.5753657855119543,0.0346475160312832,0.11012846267734677,0.3166826524189667,-0.10432447103874323,-0.36810617079206653,die… +147690
+147690 chars,2.567967771942566,0.037524256802102814,0.11300520344816656,0.3128852249917052,-0.1014477302679235,-0.3652294300212469,+147690 chars
Verbrenner-Aus,7.177436646362122,-0.9903032135898522,-0.9148222669437885,0.9283890856254826,-1.1292752006598785,-1.3930569004132018,Verbrenner-Aus
was verbrenner-au,3.3603271737032308,-0.23139924967615394,-0.1559183030300902,0.5846702795876069,-0.3703712367461802,-0.6341529364995034,was verbrenner-au
Verbraucher,2.956670030774913,-0.10342455277263327,-0.02794360612656967,0.4734054156539421,-0.24239653984265952,-0.5061782395959828,Verbraucher
verbrenner-au verbraucher,2.956670030774913,-0.10342455277263327,-0.02794360612656967,0.4734054156539421,-0.24239653984265952,-0.5061782395959828,verbrenner-au verbraucher
verbraucher bedeut,2.9206971522218885,-0.09118324586021849,-0.015702299214154697,0.461264985420294,-0.23015523293024476,-0.49393693268356786,verbraucher bedeut
2035,7.080903260761002,-0.97676238608716,-0.9012814394410962,0.9248920791652728,-1.1157343731571863,-1.3795160729105096,2035
bedeut 2035,2.9135481168512536,-0.08873252991701722,-0.013251583270953424,0.4587985975059273,-0.2277045169870436,-0.49148621674036674,bedeut 2035
sollen,4.747337221556751,-0.5769447832401817,-0.501463836594118,0.39839213781203836,-0.7159167703102081,-0.014825545293648393,sollen
2035 soll,3.6878675910274503,-0.3244093097155428,-0.24892836306947916,0.6509276113366772,-0.4633812967855691,-0.7271629965388924,2035 soll
emissionsfreie,3.72974690282117,-0.3357012841975038,-0.2602203375514401,0.6582856803879701,-0.47467327126753,-0.7384549710208533,emissionsfreie
soll emissionsfrei,3.72974690282117,-0.3357012841975038,-0.2602203375514401,0.6582856803879701,-0.47467327126753,-0.7384549710208533,soll emissionsfrei
Fahrzeuge,5.256229625176146,-0.6787748757429612,-0.6032939290968975,0.830121078692418,-0.8177468628129876,-1.081528562566311,Fahrzeuge
emissionsfrei fahrzeug,3.8189482391056906,-0.3593359619466897,-0.283855015300626,0.6732520500228705,-0.498307949016716,-0.7620896487700393,emissionsfrei fahrzeug
zugelassen,4.0776665708665245,-0.42488581321834085,-0.34940486657227715,0.7119042182851456,-0.5638578002883672,-0.8276395000416906,zugelassen
fahrzeug zulass,4.0776665708665245,-0.42488581321834085,-0.34940486657227715,0.7119042182851456,-0.5638578002883672,-0.8276395000416906,fahrzeug zulass
Entscheidung,6.310355953254596,-0.8615529932529888,-0.7860720466069252,0.8925704722337486,-1.0005249803230152,-1.2643066800763385,Entscheidung
bedeut entscheidung,5.233327744999463,-0.6744082631666196,-0.5989273165205561,0.8284314909630532,-0.813380250236646,-1.0771619499899692,bedeut entscheidung
entscheidung autofahrer,8.773917212662084,-1.1911442744853045,-1.1156633278392407,0.973928991164183,-1.3301162615553308,-1.5938979613086541,entscheidung autofahrer
passiert,5.131065945554766,-0.6546743315714041,-0.5791933849253406,0.820666485386207,-0.7936463186414305,-1.0574280183947538,passiert
autofahrer passier,5.131065945554766,-0.6546743315714041,-0.5791933849253406,0.820666485386207,-0.7936463186414305,-1.0574280183947538,autofahrer passier
Verbrennern,5.341899803821128,-0.6949422655228584,-0.6194613188767948,0.83628865709089,-0.8339142525928848,-1.097695952346208,Verbrennern
